kdnr;geschlecht;firmenname;nachname;vorname;strasse;hausnr;zusatz;plz;ort;vorwahl;telefon;email;url;branche;beruf
"1000001316";"M";"Bäckerei Kiser";"Lang";"Jonny";"Laubengasse";"2";"";"93326";"Abensberg, Hallertau";"09443";"908842";"Lang.Jo@web.de";"http://www.Lang_Jo.de";"Fernkopierer";""
"1000001317";"F";"Goldsprint";"Heins";"Dinah";"Kreisstr.KEH 7/Waldstr.";"";"";"93326";"Abensberg, Hallertau";"09443";"703214";"Heins.Di@gmx.de";"http://www.Heins_Di.de";"Flugzeugpflege";""
"1000001318";"M";"Storchen Apotheke";"Stegmann";"Sieghart";"Am Anger";"27";"";"93326";"Abensberg, Hallertau";"09443";"625743";"Stegmann.Si@web.de";"http://www.Stegmann_Si.de";"Schlammentwässerung";""
"1000001319";"M";"Schöler";"Reuber";"Sieghelm";"Arnhofen";"81";"";"93326";"Abensberg, Hallertau";"09443";"215030";"Reuber.Si@web.de";"http://www.Reuber_Si.de";"Restaurantführer";""
"1000001320";"-";"PC Center Meschede";"Eichner";"Christmut";"Rudolf-Diesel-Str.";"14";"";"93326";"Abensberg, Hallertau";"09443";"139937";"Eichner.Ch@gmx.de";"http://www.Eichner_Ch.de";"Golfsportbedarf";""
"1000001321";"F";"Backhaus Hackner";"Kornbropst";"Babette";"Schulstr.";"17";"";"93326";"Abensberg, Hallertau";"09443";"44373";"Kornbropst.Ba@web.de";"http://www.Kornbropst_Ba.de";"Telefonkarten";""
"1000001322";"M";"Reisewelle";"Stapelberg";"Oskar";"Kleedorfer Str.";"7";"";"93326";"Abensberg, Hallertau";"09443";"64856";"Stapelberg.Os@gmx.de";"http://www.Stapelberg_Os.de";"Heftdraht";""
"1000001323";"M";"Tobacco";"Rainer";"Karlhorst";"Nikolaus-Otto-Str.";"6";"";"93326";"Abensberg, Hallertau";"09443";"938379";"Rainer.Ka@gmx.de";"http://www.Rainer_Ka.de";"Kommunikationsagenturen";""
"1000001324";"-";"Druti";"Kholonko";"Frowine";"Winzerstr.";"28";"a";"93326";"Abensberg, Hallertau";"09443";"941079";"Kholonko.Fr@gmail.com";"http://www.Kholonko_Fr.de";"Altbaurenovierung";""
"1000001325";"-";"Clevermaxx";"Kloss";"Marietraud";"Ludwig-Berger-Str.";"22";"";"93326";"Abensberg, Hallertau";"09443";"624208";"Kloss.Ma@t-online.de";"http://www.Kloss_Ma.de";"Pommes-Frites";""
"1000001326";"M";"Laschke";"Bank";"Ronny";"Kaiserweg";"1";"";"93326";"Abensberg, Hallertau";"09443";"338908";"Bank.Ro@yahoo.com";"http://www.Bank_Ro.de";"Keilriemenscheiben";""
"1000001327";"M";"Lidl Südstraße";"Czysch";"Burghardt";"Karmelitenplatz";"10";"";"93326";"Abensberg, Hallertau";"09443";"38597";"Czysch.Bu@gmx.de";"http://www.Czysch_Bu.de";"Bauakustik";""
"1000001328";"F";"Baumschulen Punzmann";"Bubel";"Gertrud";"Freibadweg";"3";"b";"93326";"Abensberg, Hallertau";"09443";"497157";"Bubel.Ge@gmail.com";"http://www.Bubel_Ge.de";"Seidenblumen";""
"1000001329";"-";"Oevenumer Heißmangel Am Friesental";"Siebert";"Edith";"Seeweg.";"22";"b";"93326";"Abensberg, Hallertau";"09443";"668003";"Siebert.Ed@web.de";"http://www.Siebert_Ed.de";"Bootstransporte";""
"1000001330";"F";"Fischer Kleinert";"Scheidies";"Melinda";"Preysingstr.";"26";"";"93326";"Abensberg, Hallertau";"09443";"999456";"Scheidies.Me@t-online.de";"http://www.Scheidies_Me.de";"Indoor-Kartbahnen";""
"1000001331";"M";"Bäckerei & Konditorei & Café Franke";"Assmann";"Eginhard";"Schwaighausener Weg";"1";"";"93326";"Abensberg, Hallertau";"09443";"184539";"Assmann.Eg@gmx.de";"http://www.Assmann_Eg.de";"Suppen";""
"1000001332";"M";"Hölzers Cleanhandel";"Neufeld";"Ottobert";"Steinweg";"4";"";"93326";"Abensberg, Hallertau";"09443";"476072";"Neufeld.Ot@t-online.de";"http://www.Neufeld_Ot.de";"Plasmaschneiden";""
"1000001333";"F";"Optik Koch";"Riemke";"Claudia";"Am Weiher";"7";"";"93326";"Abensberg, Hallertau";"09443";"513339";"Riemke.Cl@web.de";"http://www.Riemke_Cl.de";"Gummiformteile";""
"1000001334";"M";"Hager";"Pieta.";"Ewald";"Friedhofweg";"4";"";"93326";"Abensberg, Hallertau";"09443";"967517";"Pieta..Ew@gmail.com";"http://www.Pieta._Ew.de";"Elektrosmogmessungen";""
"1000001335";"M";"Blumenhof Reichel";"Eiter";"Loisl";"Kaiserweg";"4";"";"93326";"Abensberg, Hallertau";"09443";"646453";"Eiter.Lo@yahoo.com";"http://www.Eiter_Lo.de";"Verpackungsmittel";""
"1000001336";"-";"Marktkauf Fachmarkt";"Kozubwirthowski";"Jolantha";"Birkhahnweg";"5";"";"93326";"Abensberg, Hallertau";"09443";"912238";"Kozubwirthowski.Jo@onlinehome.de";"http://www.Kozubwirthowski_Jo.de";"Handwerkerservice";""
"1000001337";"F";"Michaela Lieb";"Schellenberg";"Carmen";"Pernhartstr.";"4";"";"93326";"Abensberg, Hallertau";"09443";"423921";"Schellenberg.Ca@gmail.com";"http://www.Schellenberg_Ca.de";"Strandkörbe";""
"1000001338";"F";"Bunte";"Scherf";"Friderika";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"468420";"Scherf.Fr@gmx.de";"http://www.Scherf_Fr.de";"Geruchsneutralisation";""
"1000001339";"-";"Klabunde";"Lengauer";"Folkhart";"Dünenweg";"24";"";"93326";"Abensberg, Hallertau";"09443";"165377";"Lengauer.Fo@gmail.com";"http://www.Lengauer_Fo.de";"Telefontechnik";""
"1000001340";"F";"Blumenreich";"Helbing";"Cornelia";"Uhlandstr.";"5";"";"93326";"Abensberg, Hallertau";"09443";"248957";"Helbing.Co@gmail.com";"http://www.Helbing_Co.de";"Wäschereimaschinenreparaturen";""
"1000001341";"F";"Beauty Friseur";"Stotz";"Valeria";"Oskar-Schlitter-Ring";"23";"";"93326";"Abensberg, Hallertau";"09443";"963291";"Stotz.Va@t-online.de";"http://www.Stotz_Va.de";"Coupons";""
"1000001342";"F";"Hephata Hep-Shop";"Hamm";"Mareen";"Sudetenstr.";"40";"";"93326";"Abensberg, Hallertau";"09443";"453222";"Hamm.Ma@yahoo.com";"http://www.Hamm_Ma.de";"Chemische Laboratorien";""
"1000001343";"-";"Boutique Schrober";"Moog";"Severin";"Adlerstr";"78";"";"93326";"Abensberg, Hallertau";"09443";"678155";"Moog.Se@yahoo.com";"http://www.Moog_Se.de";"Gas-, Mess- u. Regeltechnik";""
"1000001344";"F";"Glamour Erotik-Shop";"Gundel";"Yvonne";"Badhausstr.";"9";"b";"93326";"Abensberg, Hallertau";"09443";"271332";"Gundel.Yv@t-online.de";"http://www.Gundel_Yv.de";"Rollladenantriebe u. -steuerungen";""
"1000001345";"M";"Blumen Hammer";"Wenning";"Hildebert";"Pumpwerk Arnhofen";"";"";"93326";"Abensberg, Hallertau";"09443";"434119";"Wenning.Hi@onlinehome.de";"http://www.Wenning_Hi.de";"Lufttechnische Anlagen u. Geräte";""
"1000001346";"F";"Klimastudio Magdeburg";"Wiesand";"Walentina";"Am Degelfeld";"11";"c";"93326";"Abensberg, Hallertau";"09443";"944597";"Wiesand.Wa@web.de";"http://www.Wiesand_Wa.de";"Bildfernübertragung";""
"1000001347";"M";"E aktiv markt Meyer";"Thyrolf";"Klaus";"B16 Abfahrt b. Freibadweg";"";"";"93326";"Abensberg, Hallertau";"09443";"312294";"Thyrolf.Kl@yahoo.com";"http://www.Thyrolf_Kl.de";"Gleitzeitabrechnung";""
"1000001348";"M";"auvitron";"Bradenstein";"Karlheinz";"Dorfstr.";"10";"";"93326";"Abensberg, Hallertau";"09443";"915584";"Bradenstein.Ka@t-online.de";"http://www.Bradenstein_Ka.de";"Canyoning";""
"1000001349";"M";"Autowerkstatt Ritter";"Göhler";"Dierk";"Festplatz";"";"";"93326";"Abensberg, Hallertau";"09443";"152460";"Göhler.Di@yahoo.com";"http://www.Göhler_Di.de";"Ärzte: Allergologie";""
"1000001350";"M";"Apotheke am Ei";"Pritsch";"Oswald";"Bad Gögginger Weg";"19";"";"93326";"Abensberg, Hallertau";"09443";"599298";"Pritsch.Os@gmx.de";"http://www.Pritsch_Os.de";"Netzwerke";""
"1000001351";"M";"Garben Raumausstattung";"Freisler";"Edelwald";"Dollingerstr.";"6";"";"93326";"Abensberg, Hallertau";"09443";"363398";"Freisler.Ed@gmail.com";"http://www.Freisler_Ed.de";"Kehrmaschinen";""
"1000001352";"-";"Blumen Weinert";"Neuer";"Richard";"Buchhof";"1";"";"93326";"Abensberg, Hallertau";"09443";"982662";"Neuer.Ri@yahoo.com";"http://www.Neuer_Ri.de";"Kundendienste, Geschirrspülmaschinen";""
"1000001353";"M";"Frischemarkt Behrendt";"Fuchs";"Wolfeckart";"Alfons-Listl-Str.";"4";"";"93326";"Abensberg, Hallertau";"09443";"54960";"Fuchs.Wo@onlinehome.de";"http://www.Fuchs_Wo.de";"Verkaufsschulungen";""
"1000001354";"F";"der \"kleine Bäcker\" am H1";"Nix";"Juliana";"Babostr.";"4";"";"93326";"Abensberg, Hallertau";"09443";"382752";"Nix.Ju@gmail.com";"http://www.Nix_Ju.de";"Sachverständige f. Kunst";""
"1000001355";"-";"Hammmer - Heimtex Fachmärkte";"Geyer";"Lieselore";"IP-ONE_1";"";"";"93326";"Abensberg, Hallertau";"09443";"746402";"Geyer.Li@t-online.de";"http://www.Geyer_Li.de";"Diskothekenanlagen-Verleih";""
"1000001356";"M";"Salon Edith";"Pedros";"Julius";"Blumenstr.";"28";"";"93326";"Abensberg, Hallertau";"09443";"819297";"Pedros.Ju@gmail.com";"http://www.Pedros_Ju.de";"Hotels: Garching";""
"1000001357";"F";"edl Markt";"Mann";"Melita";"Tulpenstr.";"18";"a";"93326";"Abensberg, Hallertau";"09443";"644237";"Mann.Me@t-online.de";"http://www.Mann_Me.de";"Elektrosteuerungsbau";""
"1000001358";"F";"Fundus";"Altweck";"Fridegund";"Schlotweg";"6";"";"93326";"Abensberg, Hallertau";"09443";"397308";"Altweck.Fr@onlinehome.de";"http://www.Altweck_Fr.de";"Patentverwertung";""
"1000001359";"F";"spielbrett";"Wilk";"Luzie";"Adalbert-Stifter-Str.";"16";"";"93326";"Abensberg, Hallertau";"09443";"685867";"Wilk.Lu@gmail.com";"http://www.Wilk_Lu.de";"Schaltschränke";""
"1000001360";"F";"Yves Saint Laurent";"Pieper";"Herzlinde";"Ring 9443/1";"";"";"93326";"Abensberg, Hallertau";"09443";"671417";"Pieper.He@onlinehome.de";"http://www.Pieper_He.de";"Sachverständige f. Sportunfälle";""
"1000001361";"-";"Oberste";"Dornebusch";"Almtrud";"Oskar-Schlitter-Ring";"25";"";"93326";"Abensberg, Hallertau";"09443";"208845";"Dornebusch.Al@gmx.de";"http://www.Dornebusch_Al.de";"Videomonitore";""
"1000001362";"F";"Brauer Augenoptik";"Selendic";"Hildegart";"Schwaighausener Weg";"3";"";"93326";"Abensberg, Hallertau";"09443";"2117";"Selendic.Hi@yahoo.com";"http://www.Selendic_Hi.de";"Computerreinigung";""
"1000001363";"M";"Toyota Schafnitzel";"Kockeler";"Phillippus";"Fasanenstr.";"13";"";"93326";"Abensberg, Hallertau";"09443";"623839";"Kockeler.Ph@yahoo.com";"http://www.Kockeler_Ph.de";"Messebauservice";""
"1000001364";"F";"Holsten Apotheke";"Tantow";"Henrike";"Am Berg";"";"";"93326";"Abensberg, Hallertau";"09443";"340652";"Tantow.He@onlinehome.de";"http://www.Tantow_He.de";"Gaststätten: Exotische Küche";""
"1000001365";"F";"Blumenhaus Jutta";"Peischl";"Wiltraut";"Anton-Günther-Str.";"5";"";"93326";"Abensberg, Hallertau";"09443";"939794";"Peischl.Wi@onlinehome.de";"http://www.Peischl_Wi.de";"Abdeckereien";""
"1000001366";"F";"KFZ-service Werner";"Syed";"Ilsetraud";"Von-Hazzi-Str.";"18";"";"93326";"Abensberg, Hallertau";"09443";"855595";"Syed.Il@yahoo.com";"http://www.Syed_Il.de";"Straßeninstandsetzung";""
"1000001367";"F";"Euroniks";"Kasack";"Maxi";"Mohnblumenweg";"3";"";"93326";"Abensberg, Hallertau";"09443";"989072";"Kasack.Ma@gmx.de";"http://www.Kasack_Ma.de";"Schwimmbadauskleidung";""
"1000001368";"-";"WINTER";"Ruthenbeck";"Isbert";"Steinbergring";"9";"";"93326";"Abensberg, Hallertau";"09443";"23024";"Ruthenbeck.Is@web.de";"http://www.Ruthenbeck_Is.de";"Gaststätten: Karaokebars";""
"1000001369";"F";"Bäckerei Gürtner";"Felberthann";"Bärbel";"Eichenstr.";"8";"";"93326";"Abensberg, Hallertau";"09443";"824991";"Felberthann.B�@t-online.de";"http://www.Felberthann_B�.de";"Sachverständige f. Ölschäden";""
"1000001370";"M";"Volvo Fuger";"Hradsky";"Phillip";"Pumpwerk Vogelpark";"";"";"93326";"Abensberg, Hallertau";"09443";"608950";"Hradsky.Ph@t-online.de";"http://www.Hradsky_Ph.de";"Überwachungsanlagen";""
"1000001371";"-";"Bäckerei Pfeifer";"Suft";"Heilwig";"Kellnauweg";"9";"";"93326";"Abensberg, Hallertau";"09443";"789242";"Suft.He@t-online.de";"http://www.Suft_He.de";"Lernberatung";""
"1000001372";"F";"tonsor hair & more";"Fehrer";"Marleen";"Friedstr.";"7";"a";"93326";"Abensberg, Hallertau";"09443";"805969";"Fehrer.Ma@onlinehome.de";"http://www.Fehrer_Ma.de";"Drogen u. Kräuter";""
"1000001373";"M";"Nordeifel";"Freier";"Waldfried";"Lindensiedlung";"24";"";"93326";"Abensberg, Hallertau";"09443";"810367";"Freier.Wa@web.de";"http://www.Freier_Wa.de";"Kleinkunstbühnen";""
"1000001374";"-";"Uhrenmuseum Abeler";"Pahl";"Norma";"Pernhartstr.";"2";"b";"93326";"Abensberg, Hallertau";"09443";"322676";"Pahl.No@gmail.com";"http://www.Pahl_No.de";"Werbehelfer";""
"1000001375";"M";"Metzgerei Hügel";"Kübler";"Gerhart";"Osterriedergasse";"11";"";"93326";"Abensberg, Hallertau";"09443";"819614";"Kübler.Ge@onlinehome.de";"http://www.Kübler_Ge.de";"Ärzte: Kinesiologie";""
"1000001376";"F";"tetraguard";"Käppler";"Monica";"Welschenbach";"2";"";"93326";"Abensberg, Hallertau";"09443";"178029";"Käppler.Mo@onlinehome.de";"http://www.Käppler_Mo.de";"Rechtsanwälte: Mediation (Schwerpunkt)";""
"1000001377";"M";"nah und gut Latt";"Kirchner";"Darius";"Osterriedergasse";"13";"";"93326";"Abensberg, Hallertau";"09443";"397127";"Kirchner.Da@web.de";"http://www.Kirchner_Da.de";"Tonstudios";""
"1000001378";"M";"Fliesen Hartmann";"Tempel";"Dankward";"Löffelholzstr.";"20";"";"93326";"Abensberg, Hallertau";"09443";"252224";"Tempel.Da@gmx.de";"http://www.Tempel_Da.de";"Tierkörperverwertung";""
"1000001379";"-";"Tattoo bei Hartmut";"Liesecke";"Dethard";"Erikaweg";"28";"";"93326";"Abensberg, Hallertau";"09443";"479665";"Liesecke.De@t-online.de";"http://www.Liesecke_De.de";"Hotels: Hohenbrunn";""
"1000001380";"M";"Akwaba Boutique - Afro Shop";"Burkard";"Hartmann";"Alfons-Listl-Str.";"4";"";"93326";"Abensberg, Hallertau";"09443";"219114";"Burkard.Ha@gmail.com";"http://www.Burkard_Ha.de";"Elektronische Bauelemente";""
"1000001381";"F";"Getränke Mayer";"Brinker";"Anastasia";"Birkhahnweg";"5";"";"93326";"Abensberg, Hallertau";"09443";"340292";"Brinker.An@web.de";"http://www.Brinker_An.de";"Fahrschulautoverleih";""
"1000001382";"F";"Costbar";"Kahmann";"Ingelene";"Vorderer Steinberg";"5";"";"93326";"Abensberg, Hallertau";"09443";"760616";"Kahmann.In@gmail.com";"http://www.Kahmann_In.de";"Rammarbeiten";""
"1000001383";"F";"Hottum";"Höller";"Ernestine";"Allersdorf";"";"";"93326";"Abensberg, Hallertau";"09443";"211307";"Höller.Er@gmx.de";"http://www.Höller_Er.de";"Holzbrandmalerei";""
"1000001384";"M";"Torten-Atelier";"Ulrich";"Welf";"Kellnauweg";"12";"";"93326";"Abensberg, Hallertau";"09443";"637217";"Ulrich.We@gmx.de";"http://www.Ulrich_We.de";"Buchprüfung";""
"1000001385";"F";"Korch";"Nitsch-Kirsch";"Ehrengard";"Wasserhochbehälter";"";"";"93326";"Abensberg, Hallertau";"09443";"681144";"Nitsch-Kirsch.Eh@yahoo.com";"http://www.Nitsch-Kirsch_Eh.de";"Spieluhren";""
"1000001386";"M";"Metzger Reh";"DIEßINGER";"Amadeus";"Degenhardstr.";"11";"";"93326";"Abensberg, Hallertau";"09443";"633373";"DIEßINGER.Am@web.de";"http://www.DIEßINGER_Am.de";"Kfz-Reparaturen";""
"1000001387";"M";"Garbriel - Friseur und Kosmetik";"Laura";"Friedwin";"Arnhofener Weg";"28";"b";"93326";"Abensberg, Hallertau";"09443";"819310";"Laura.Fr@gmx.de";"http://www.Laura_Fr.de";"Belichtungsstudios";""
"1000001388";"M";"Wiessmeier";"Urmetzer";"Hartger";"Unterhörlbach";"15";"b";"93326";"Abensberg, Hallertau";"09443";"782014";"Urmetzer.Ha@onlinehome.de";"http://www.Urmetzer_Ha.de";"Handwerkskammern";""
"1000001389";"-";"Gewerbegebiet Dietkircher Höhe";"Lux";"Jeannette";"Am Sportplatz";"1";"";"93326";"Abensberg, Hallertau";"09443";"411074";"Lux.Je@yahoo.com";"http://www.Lux_Je.de";"Visitenkarten";""
"1000001390";"-";"Weinhaus Uhrig";"Blümel";"Christhard";"Frankstr.";"6";"";"93326";"Abensberg, Hallertau";"09443";"932793";"Blümel.Ch@t-online.de";"http://www.Blümel_Ch.de";"Dichtheitsprüfung";""
"1000001391";"M";"Schubert-Apotheke";"Wendel";"Siegert";"Am Linderfeld";"18";"";"93326";"Abensberg, Hallertau";"09443";"881887";"Wendel.Si@gmail.com";"http://www.Wendel_Si.de";"Immobilienankauf";""
"1000001392";"-";"Leeder Werkzeuge und Schleifen";"Amann";"Hannah";"Bahnhofstr.";"";"";"93326";"Abensberg, Hallertau";"09443";"450135";"Amann.Ha@gmx.de";"http://www.Amann_Ha.de";"Sachverständige f. Schlosserhandwerk";""
"1000001393";"M";"Jagü Reisebüro";"Pohlmann";"Meinard";"Vitusplatz";"12";"";"93326";"Abensberg, Hallertau";"09443";"26828";"Pohlmann.Me@yahoo.com";"http://www.Pohlmann_Me.de";"Rechtsanwälte: Bank- u. Kapitalanlagerecht (Schwerpunkt)";""
"1000001394";"-";"Sägewerk & Holzfachmarkt Meinel";"Anetzeder";"Fabiane";"Sandharlanden Hochbehälter";"";"";"93326";"Abensberg, Hallertau";"09443";"504189";"Anetzeder.Fa@yahoo.com";"http://www.Anetzeder_Fa.de";"Brennholzaufbereitungsmaschinen";""
"1000001395";"-";"Skoda - Autohaus Gnau";"Scheffer";"Annemargret";"Schulhausplatz";"3";"";"93326";"Abensberg, Hallertau";"09443";"333161";"Scheffer.An@gmail.com";"http://www.Scheffer_An.de";"Lederbekleidung";""
"1000001396";"F";"Weinecke Italia";"Schlegel";"Loreliese";"Kellerbachstr.";"12";"";"93326";"Abensberg, Hallertau";"09443";"584056";"Schlegel.Lo@web.de";"http://www.Schlegel_Lo.de";"Umschlagseite";""
"1000001397";"F";"Vaes GmbH";"Falk";"Hanni";"Peter-Rosegger-Str.";"2";"";"93326";"Abensberg, Hallertau";"09443";"343813";"Falk.Ha@t-online.de";"http://www.Falk_Ha.de";"Leisten u. Rahmen";""
"1000001398";"-";"Kuhl";"Neundörfer";"Etta";"Am Straßfeld";"23";"";"93326";"Abensberg, Hallertau";"09443";"521447";"Neundörfer.Et@gmail.com";"http://www.Neundörfer_Et.de";"Tierpflege u. -betreuung";""
"1000001399";"F";"Gärtnerei Loibl";"Ahlers";"Kristine";"Kurze Str.";"4";"c";"93326";"Abensberg, Hallertau";"09443";"749568";"Ahlers.Kr@onlinehome.de";"http://www.Ahlers_Kr.de";"Sportgeräte";""
"1000001400";"-";"Spinnwebe";"Keßler";"Lorelies";"Eichendorffstr.";"1";"b";"93326";"Abensberg, Hallertau";"09443";"752881";"Keßler.Lo@onlinehome.de";"http://www.Keßler_Lo.de";"Public Viewing";""
"1000001401";"M";"Josef Scheuble & Söhne GmbH";"Wipplinger";"Hellmuth";"Theoderichstr.";"6";"";"93326";"Abensberg, Hallertau";"09443";"166227";"Wipplinger.He@onlinehome.de";"http://www.Wipplinger_He.de";"Flugzeugvermietung";""
"1000001402";"-";"Eins A";"Sand";"Gerti";"Am Bahndamm";"11";"";"93326";"Abensberg, Hallertau";"09443";"570587";"Sand.Ge@yahoo.com";"http://www.Sand_Ge.de";"Kork u. Korkwaren";""
"1000001403";"F";"Schöpflin's Backhaus";"Lehner";"Liebgard";"Alleestr.";"27";"";"93326";"Abensberg, Hallertau";"09443";"174643";"Lehner.Li@gmx.de";"http://www.Lehner_Li.de";"Massageeinrichtungen";""
"1000001404";"F";"Reiff Reifen und Autotechnik GmbH";"Döbereiner";"Gundemarie";"Jahnstr.";"23";"";"93326";"Abensberg, Hallertau";"09443";"899985";"Döbereiner.Gu@gmx.de";"http://www.Döbereiner_Gu.de";"Telegramme";""
"1000001405";"F";"Euronics Hausgeräte";"Frede";"Kora";"Abensberger Weg";"5";"";"93326";"Abensberg, Hallertau";"09443";"515242";"Frede.Ko@yahoo.com";"http://www.Frede_Ko.de";"Fensterbaumaschinen";""
"1000001406";"-";"Job-Mode";"Führing";"Hartger";"Zollnerstr.";"10";"a";"93326";"Abensberg, Hallertau";"09443";"416639";"Führing.Ha@gmx.de";"http://www.Führing_Ha.de";"Rechtsanwälte: Wirtschaftskriminalität (Schwerpunkt)";""
"1000001407";"F";"Böhmers Backstube";"Engel";"Rosalinde";"Falkenstr.";"13";"";"93326";"Abensberg, Hallertau";"09443";"375126";"Engel.Ro@gmx.de";"http://www.Engel_Ro.de";"Schulranzen";""
"1000001408";"-";"Weinhandlung Alois Sprenger";"Horsthemke";"Raingardis";"Theoderichstr.";"7";"";"93326";"Abensberg, Hallertau";"09443";"237283";"Horsthemke.Ra@onlinehome.de";"http://www.Horsthemke_Ra.de";"Aktfotografie";""
"1000001409";"-";"Nato Store";"Holzfurtner";"Elvire";"Eulenstr.";"1";"";"93326";"Abensberg, Hallertau";"09443";"593759";"Holzfurtner.El@gmail.com";"http://www.Holzfurtner_El.de";"Ärzte: Visceralchirurgie";""
"1000001410";"-";"Blumen Hansen";"Adrian";"Miriam";"BG A68";"";"";"93326";"Abensberg, Hallertau";"09443";"881927";"Adrian.Mi@web.de";"http://www.Adrian_Mi.de";"Mikrowellentrocknung";""
"1000001411";"M";"Raiffeisen Uckermark";"Vitor";"Gunnar";"Riedererstr.";"7";"b";"93326";"Abensberg, Hallertau";"09443";"813543";"Vitor.Gu@web.de";"http://www.Vitor_Gu.de";"Antiquitätenführer, Beleuchtung";""
"1000001412";"M";"Lamstedter Blumendiele";"Huter";"Herwig";"Im Mühltal";"5";"";"93326";"Abensberg, Hallertau";"09443";"883589";"Huter.He@t-online.de";"http://www.Huter_He.de";"Tabellierpapier";""
"1000001413";"-";"Radsport Pfister";"Bode";"Eleonore";"Rosenstr.";"7";"";"93326";"Abensberg, Hallertau";"09443";"152283";"Bode.El@gmail.com";"http://www.Bode_El.de";"Aushilfspersonal";""
"1000001414";"-";"Hornburghaus";"Wällisch";"Neithart";"Maststall";"";"";"93326";"Abensberg, Hallertau";"09443";"718346";"Wällisch.Ne@web.de";"http://www.Wällisch_Ne.de";"Marmorreinigung";""
"1000001415";"-";"Raumausstattung Ohrnberger";"Fehrer";"Milena";"Gasregelstation";"";"";"93326";"Abensberg, Hallertau";"09443";"126269";"Fehrer.Mi@web.de";"http://www.Fehrer_Mi.de";"Schröpfkopf-Therapiegeräte";""
"1000001416";"F";"Kressmann";"Grandits";"Priska";"Regensburger Str.";"25";"";"93326";"Abensberg, Hallertau";"09443";"131233";"Grandits.Pr@web.de";"http://www.Grandits_Pr.de";"Graffitientfernung";""
"1000001417";"M";"Wasser";"Faltermeier";"Nikodem";"Am Schmiedweiher";"9";"";"93326";"Abensberg, Hallertau";"09443";"383361";"Faltermeier.Ni@t-online.de";"http://www.Faltermeier_Ni.de";"Tiefbohrungen";""
"1000001418";"M";"Toyota  R.HERRMANN";"Ziegler";"Thielo";"Seeweg.";"22";"b";"93326";"Abensberg, Hallertau";"09443";"516222";"Ziegler.Th@web.de";"http://www.Ziegler_Th.de";"Schiffsbedarf";""
"1000001419";"-";"CarExpert M.Möller";"Nayel";"Hansludwig";"Am Birket";"9";"";"93326";"Abensberg, Hallertau";"09443";"336965";"Nayel.Ha@gmx.de";"http://www.Nayel_Ha.de";"Strickwaren";""
"1000001420";"-";"Im Baisert";"Münz";"Sindy";"Nikolaus-Otto-Str.";"11";"b";"93326";"Abensberg, Hallertau";"09443";"375725";"Münz.Si@t-online.de";"http://www.Münz_Si.de";"Fliesenbeschichtungen";""
"1000001421";"-";"Boes Automobile";"Döke";"Doritha";"Lessingstr.";"4";"";"93326";"Abensberg, Hallertau";"09443";"452287";"Döke.Do@onlinehome.de";"http://www.Döke_Do.de";"Tierheilpraktiker";""
"1000001422";"F";"Frisör Stübchen";"Günthner";"Heidegret";"Fasanenstr.";"9";"";"93326";"Abensberg, Hallertau";"09443";"896351";"Günthner.He@gmail.com";"http://www.Günthner_He.de";"Museen";""
"1000001423";"M";"Renault minute";"Filippi";"Arwed";"Graf-von-Taufkirchen-Str.";"6";"a";"93326";"Abensberg, Hallertau";"09443";"19773";"Filippi.Ar@web.de";"http://www.Filippi_Ar.de";"Rechtsanwälte: Berufsrecht der Freiberufler (Schwerpunkt)";""
"1000001424";"F";"Bäckerei Lambert";"Cakir";"Sybille";"Münstererstr.";"5";"";"93326";"Abensberg, Hallertau";"09443";"887097";"Cakir.Sy@gmail.com";"http://www.Cakir_Sy.de";"Polizei";""
"1000001425";"-";"Frischemarkt Bargau";"Haberland";"Claus";"Aumühle";"2";"b";"93326";"Abensberg, Hallertau";"09443";"206068";"Haberland.Cl@gmx.de";"http://www.Haberland_Cl.de";"Sonderteil Bauen, Wohnen, Sanieren";""
"1000001426";"-";"Klostermetzgerei";"Pieper";"Josefa";"Unterhörlbach";"11";"";"93326";"Abensberg, Hallertau";"09443";"858237";"Pieper.Jo@gmail.com";"http://www.Pieper_Jo.de";"Rechtsanwälte: Europäisches Wirtschaftsrecht (Schwerpunkt)";""
"1000001427";"F";"Bäckerei Schimmel";"Anetzeder";"Heidetraud";"Wochenendhaus";"";"";"93326";"Abensberg, Hallertau";"09443";"753125";"Anetzeder.He@yahoo.com";"http://www.Anetzeder_He.de";"Zeiterfassungssysteme";""
"1000001428";"-";"Laden 13";"Spranger";"Waldtraut";"Arnhelmstr.";"28";"";"93326";"Abensberg, Hallertau";"09443";"618523";"Spranger.Wa@gmail.com";"http://www.Spranger_Wa.de";"Beräumungen";""
"1000001429";"-";"OSC";"Pippig";"Friderika";"Sandkreppe";"2";"";"93326";"Abensberg, Hallertau";"09443";"217592";"Pippig.Fr@onlinehome.de";"http://www.Pippig_Fr.de";"Personenschutzausbildung";""
"1000001430";"-";"Pausentreff";"Hegelheimer";"Liselore";"Fliederweg";"14";"b";"93326";"Abensberg, Hallertau";"09443";"649637";"Hegelheimer.Li@gmail.com";"http://www.Hegelheimer_Li.de";"Holzbildhauer";""
"1000001431";"-";"Schlossgarage Südkirchen";"Domes";"Franka";"Auf dem Weinberg";"3";"c";"93326";"Abensberg, Hallertau";"09443";"590389";"Domes.Fr@t-online.de";"http://www.Domes_Fr.de";"Kunsthandwerk";""
